gene	RVIS
KLC4	-0.26
RFC4	-0.67
C19orf59	1.08
IL3	0.53
PCDHB7	1.63
KRTAP9-2	0.77
OR14A16	0.64
PCDHA12	1.23
CRP	-0.12
KRTAP10-4	2.47
OR4D5	0.58
MKI67IP	-0.32
PNLIPRP3	1.31
MYH13	-0.64
SLC35E3	-0.23
CD96	-0.6
C6orf163	1.1
TPH1	-0.38
PLA2G2D	1.1
ZNF493	-0.37
PMFBP1	-0.66
TTLL13	-0.47
ZNF90	1.22
NTSR1	0.67
AP4S1	-0.36
SPANXC	1.53
ZFP112	1.67
GLB1L	-0.4
MYH8	-0.69
AVPR1B	0.64
C7orf60	-0.3
ZNF649	0.75
KIAA1984	2.65
ZIK1	-0.36
PSMD5	-0.2
MANBA	-0.62
DNTTIP2	-0.13
KRR1	-0.29
STAR	-0.12
GLRX	-0.21
C11orf85	-0.43
GJA10	-0.2
FHDC1	0.97
NT5C1B	0.51
OR11A1	0.48
CEP85	-0.11
POLR3D	-0.38
TRIM63	-0.4
SERPINB7	-0.36
NOSIP	-0.34
ZFAND1	-0.34
FRMPD2	-0.65
ABCF1	-0.22
TXNDC15	-0.27
RNF43	0.74
HGD	-0.38
HIST1H2BM	-0.12
EXOSC9	-0.25
SH2B1	-0.24
ARHGAP9	-0.33
MT2A	0.12
NHLH2	0.12
PLN	0.12
SNRPE	0.12
TMSB15A	0.12
OR2T3	1.15
AVL9	-0.36
APOBEC2	0.55
C3orf33	0.55
CTSG	0.55
RNASET2	0.55
EDN1	-0.21
HPGD	-0.21
HSPA13	-0.16
NOP14	0.57
OR5A1	0.93
SPACA3	0.93
C5orf60	0.81
DHRS2	0.71
PSG2	1.4
METTL2B	-0.14
ENO3	-0.49
LCE5A	0.88
MCCD1	0.88
ICT1	0.64
TDRD6	-0.66
OR2T1	0.58
CORO6	-0.25
G0S2	0.13
NDUFC2	0.13
RBM48	-0.27
FCGR3B	-0.12
DENND1C	1.25
GSTA1	-0.18
AGR2	-0.14
DEFB113	-0.14
SOAT1	-0.29
CCDC59	1.06
LECT1	-0.2
CCDC15	-0.66
C14orf182	0.5
OR2B2	1.19
BTRC	-0.38
GIMAP6	1.06
C7orf61	-0.16
CIB3	-0.16
APOH	0.95
BANF2	0.5
LZTFL1	0.5
EXO1	3.14
TTF1	1.27
LILRB2	2.83
LRRC39	-0.56
MFNG	-0.42
OR1E2	0.84
TEX33	0.69
ZNF25	-0.36
DHRS12	0.62
CCL24	0.9
ENKUR	0.77
FAM179A	3.2
PIPOX	-0.56
ACAD11	0.6
OR5M8	0.84
ALDH3B2	2.09
GALNT3	-0.38
SUSD1	-0.42
CACFD1	-0.27
NIPSNAP3B	1.35
P2RX5	0.62
PRLH	-0.3
FBXO39	1.35
RFPL2	1.35
CCZ1	-0.16
TOR3A	-0.49
IFT52	-0.56
C8A	1.58
STX2	0.57
OR5B3	2.15
PPIL6	-0.25
SYTL1	-0.27
OR8D1	1.24
BNIPL	0.53
EVC	3.73
DCT	-0.6
ANO9	-0.26
STK31	1.6
SYNE2	3.84
GSG1	1.06
ABCG8	0.74
OR4K1	1.38
C3orf43	0.86
ZNF737	2.22
C4orf47	0.79
WDR38	0.73
PSG8	1.07
IFNA16	1.26
KBTBD3	-0.38
TMEM43	0.6
CEACAM18	1.4
OR2J2	1.57
AGR3	-0.19
TMED4	-0.19
KIAA1143	0.53
VPS41	-0.33
PARP11	-0.32
CEP72	-0.17
NPS	0.88
GSTA4	-0.3
NABP1	-0.3
C21orf2	1.42
CAPSL	-0.09
PRKACG	-0.09
TMEM97	-0.23
RBM45	-0.27
ARHGEF33	1.06
JAM2	0.53
EPRS	-0.12
GTSF1L	0.88
OR2F2	0.62
POC1B	-0.23
RUFY2	-0.23
KIF17	0.84
MUC21	2.44
TNNT3	-0.41
ATOX1	0.15
CCDC23	0.15
GNG5	0.15
GNG8	0.15
H3F3A	0.15
RPL39	0.15
RPL41	0.15
UBE2L3	0.15
ENOSF1	0.58
ASAP3	-0.19
ZNF136	-0.54
HMGB4	0.68
RSG1	-0.12
CMTM1	-0.31
HLA-DOB	0.73
CYP3A43	0.76
CRYBB3	0.82
ZNF154	0.82
NUP37	-0.34
PLIN3	-0.22
VPS13B	-0.61
ENTPD6	0.94
PIGG	1.79
HSD17B1	-0.14
C20orf26	-0.23
NCAPG2	1.27
CCDC138	-0.46
SERPINB13	-0.4
MICU1	-0.45
AGXT	0.64
PAMR1	-0.5
SLC28A1	0.76
SEZ6	1.25
ZDHHC20	0.75
METTL21C	0.93
FAM20A	-0.36
FAM169B	0.75
OR6C2	1.22
CXCL17	-0.12
PAIP2B	-0.12
PATE2	-0.12
TMEM208	-0.12
MALSU1	-0.52
LRIG2	-0.35
AHSA2	-0.34
FKBP11	-0.34
MMP27	1.18
DSG1	1.64
PVRIG	0.82
PIGN	-0.57
FETUB	0.62
GAPDHS	-0.13
ANXA3	1.24
KRTAP10-6	3.24
PGBD3	-0.49
NCR2	1.24
SERPINA3	-0.42
LILRB5	0.79
TK2	-0.25
MDH1B	-0.11
LEPREL4	-0.29
T	0.69
CLDN1	-0.12
CYP3A4	-0.49
TSPAN17	-0.25
ARHGAP1	-0.14
ANXA2R	0.57
TMEM251	0.57
ACSM4	-0.46
CA13	0.64
GDF15	0.73
RRS1	0.97
GRK4	0.6
SAAL1	1.13
MFN1	-0.25
IL4R	1.21
SRA1	0.6
PGAP2	-0.29
GIMAP2	0.97
GSTCD	-0.31
SLC25A2	0.88
PKD2L1	1.01
CFI	0.82
PMF1	0.88
EIF2D	-0.4
TTC27	-0.3
C1orf226	-0.19
PET117	0.17
RPS28	0.17
C9orf89	-0.25
THG1L	-0.25
PCSK4	0.61
PTCD3	-0.57
ALKBH8	1.24
PDE6B	-0.54
CRTAM	0.6
LRRC40	0.6
SNRNP35	-0.29
FIG4	-0.31
C5orf42	-0.55
NME6	-0.41
OR52E4	1.71
TAS2R5	1.15
FERMT1	-0.42
C4orf46	0.17
COX6C	0.17
RP9	0.17
PACRG	-0.4
INVS	-0.57
EDC3	-0.07
FRMD4B	0.86
SSX5	1.51
SPATA6	-0.31
CYP51A1	-0.4
ANKRD7	0.75
LRIF1	-0.49
CERKL	0.71
GRK7	0.71
OR6C1	1.53
NT5C2	-0.2
TPRG1L	-0.12
NME7	-0.47
RAB40A	0.66
OR7A5	0.75
PLA2G1B	-0.16
KLLN	1.01
TEFM	-0.09
C6orf223	1.55
MRPL46	0.66
ATP8B3	-0.45
TDRD9	-0.19
EVC2	-0.06
AIFM3	-0.19
RGS4	-0.07
UBXN2B	-0.07
TAS2R38	1.2
EFCAB3	0.66
TRAPPC6B	-0.21
OR12D2	3.11
ZPLD1	-0.09
ZNHIT3	-0.41
ZNF547	-0.51
METTL15	-0.12
RPP38	0.93
DKK3	0.73
TMPRSS12	0.82
ZNF347	-0.55
ART5	2.17
OR5H2	1.62
LRP10	-0.13
CTU2	1.43
FGL2	-0.07
ISOC2	-0.07
C1orf127	0.99
UBQLNL	1.87
ZNF304	0.91
ARL6	-0.1
TRAPPC12	-0.39
KPRP	2.49
SLC26A8	0.69
C3orf52	1.24
CD300A	-0.25
IL22RA2	-0.25
TTC32	-0.12
LRRC52	-0.09
BCKDHB	-0.45
C7	-0.21
VWF	1.04
EXD1	-0.47
TUSC5	1.26
LYPD6B	-0.16
MRPS35	-0.18
BTN3A2	0.8
C14orf80	0.93
OR5H15	1.98
ZNF468	1.98
HLA-A	8.93
GPHA2	-0.25
TMEM138	-0.25
C16orf93	-0.12
COLEC10	-0.12
PCDH12	0.75
CCBL1	-0.27
KRT13	0.64
CCDC14	-0.38
GCSH	0.19
RPL22L1	0.19
C3orf35	0.99
XPNPEP3	-0.27
CALHM1	-0.11
PEX6	1.14
GOLIM4	-0.33
ST6GALNAC3	-0.16
BAK1	-0.32
DCAF4	1.34
CPA3	1.51
GPX6	1.77
MAK	-0.36
LRRC56	2.38
A4GNT	1.11
MRPS11	-0.09
DDHD2	-0.15
MED27	-0.47
OTOP2	-0.26
FAM71D	-0.16
MICB	1.82
TLR5	1.65
ALDH1L1	-0.16
OR8H2	2.86
PLIN1	0.76
CAPN12	-0.52
FADS6	-0.13
TSNAXIP1	-0.49
OR13G1	1.35
IRAK3	-0.35
ZNF132	-0.42
AGTRAP	-0.12
BTG4	-0.3
OR9Q2	-0.07
MYOT	-0.31
RSAD2	-0.05
ITGB3BP	-0.19
PRTG	-0.06
RGS13	-0.05
CAPNS1	-0.27
OR8U1	1.91
SUSD5	1.53
RGS17	-0.23
FAM13A	-0.37
SUCLA2	-0.07
OR2Y1	1.64
AP1S1	-0.1
CPLX4	-0.1
UGT1A7	-0.15
UACA	-0.52
TRAPPC2L	-0.12
N4BP2	0.95
C20orf173	0.86
OR52H1	2.49
LIPJ	1.4
NPPA	0.86
SPG20	-0.49
DFNB59	-0.14
KRTAP10-11	1.66
FAM111A	-0.26
FRRS1	-0.11
FSHR	-0.11
OR11H6	2.02
SCGB2A1	-0.08
RAD50	-0.5
CNDP1	1.25
PRSS38	1.42
PPCDC	-0.12
METTL20	0.75
NPY	0.21
SFTA2	0.21
MICALL2	1.39
CEP63	-0.42
SLC4A1AP	-0.44
LRRC19	0.73
ZNF839	1.5
TREML2	1.73
POLR3GL	-0.1
SNAPC3	-0.07
DYDC2	0.88
KRTAP12-1	0.88
SAMD3	-0.35
CBLC	1.0
CYB5R2	0.73
MGST1	-0.23
PARP3	0.8
TMPO	1.52
HTR3D	2.51
SLC26A5	-0.35
SNRNP48	-0.25
ANKRD16	0.71
HRC	1.89
WDR3	-0.19
PDC	-0.07
DNASE1L2	-0.09
RBM28	1.0
FAM221A	0.97
SLC39A5	-0.37
SSTR4	-0.33
RHD	3.31
HINT1	-0.14
PGLYRP3	1.2
SPTA1	4.85
IRAK4	-0.25
NLN	-0.35
OR51B2	0.91
PROCA1	-0.16
CCDC147	-0.35
KRTAP1-5	1.28
GMPPB	-0.34
SULT1A2	0.82
OR4F6	1.15
MYOM2	-0.5
CASP14	-0.2
MARCO	-0.37
OR13C5	2.49
EXD3	2.95
EGFL6	1.11
CCDC42	0.73
PRSS55	0.98
UGT1A5	0.98
FTL	-0.16
LSM3	-0.16
POLR3G	-0.16
TMIE	-0.16
ZNF560	-0.46
AVEN	0.8
CFTR	-0.51
CA5B	-0.07
CNPY1	0.24
LCE2B	0.95
TEX13B	0.95
OR10H4	1.02
CSF3R	1.79
DDIT4L	-0.12
NUDCD3	-0.03
PAQR5	-0.03
INMT	1.98
EXOC3L1	1.07
ALDH3A2	-0.11
PDCD11	-0.24
FAM47B	1.87
ICAM3	-0.04
C1orf105	0.73
CYP3A7	-0.31
RXFP2	-0.18
KRTAP13-1	0.82
TNNT1	-0.1
HDDC2	-0.23
CDKN3	-0.19
TRIM31	2.98
OR4B1	1.04
HELB	1.08
SDC4	-0.16
TSPAN12	-0.16
ACTL7A	-0.13
ZNF527	-0.2
NEXN	-0.05
TEPP	-0.07
NBR1	0.87
LINGO4	-0.29
RARS	-0.42
HIST1H4J	-0.05
LSM1	-0.05
TAF13	-0.05
YIPF6	-0.05
PFDN5	-0.21
LCLAT1	-0.11
OR52N4	1.73
APOBEC3F	1.18
GAMT	-0.09
GOT1L1	-0.2
NLRP8	1.88
MMP21	-0.2
PRG3	0.84
DQX1	-0.18
GUCA1C	0.99
METTL5	-0.07
IFT80	-0.29
CRYGS	-0.25
TLR6	0.89
VNN2	1.33
SMC5	-0.28
ZFYVE27	0.87
GRAMD3	-0.05
TMEM159	0.75
TBX10	-0.09
NUBP1	-0.07
RPAP1	1.17
FAM120B	1.18
TTC39B	-0.33
OR51G1	2.35
SPG11	-0.48
EVPLL	0.86
IL17RC	2.09
BST1	0.86
ATP6V0A4	-0.17
COX6A2	0.26
F5	3.23
PGM3	-0.27
ZFYVE16	1.21
THBS4	-0.24
RNF207	0.91
ZIM2	0.91
MYOC	-0.13
BTN1A1	0.84
TMEM79	0.8
UGDH	-0.14
KIF12	-0.13
SPG21	-0.18
SLC25A34	-0.11
TEX9	-0.11
COL20A1	-0.37
NRIP1	1.39
OASL	-0.4
ZIM3	1.42
S100A4	-0.19
FREM3	4.07
WDR90	0.97
RBM41	-0.25
ZNF529	-0.27
GPRC6A	1.63
IL12RB2	0.96
CCDC121	-0.18
ARL6IP1	-0.14
CLIC1	-0.14
VAMP5	-0.14
KDM4A	-0.02
PRB4	1.35
ZNF491	0.89
C8orf48	1.99
SPATA3	0.79
IYD	2.0
USH1C	-0.41
KCNG4	1.43
MMP25	-0.22
SULT1C2	1.59
BPI	2.6
RPE65	-0.38
LRRC20	-0.29
LRIT2	-0.26
FN3K	-0.14
RNF149	-0.14
KATNA1	-0.07
CSPP1	-0.26
H1F0	-0.05
NEK1	-0.08
GK2	-0.09
ALDH9A1	-0.02
ERP27	-0.05
UBE2C	-0.25
ZNF75D	-0.09
TEKT1	0.98
SHQ1	0.89
ZNF630	1.2
DKKL1	1.64
EPGN	-0.23
CYP39A1	2.18
FPGT-TNNI3K	-0.39
CCDC112	-0.2
SLC35B3	-0.2
EIF4E3	-0.1
AKR1C4	0.0
PAFAH2	-0.4
AMACR	1.42
TCF19	0.82
NDP	0.28
TMEM14E	0.28
CENPA	-0.03
POLR2H	-0.03
S100A12	-0.03
SCGB3A2	-0.03
SMAP1	-0.07
STX10	-0.07
CDC25C	-0.02
HOXB2	-0.09
HOXA9	-0.01
IFNA1	0.28
NLRP6	1.27
ZNF226	-0.42
TBRG1	-0.18
CD93	-0.15
ALOX15B	0.98
OR5D13	0.95
ANKMY1	-0.23
CDKL2	-0.07
GNRHR	-0.12
LGR5	1.56
FAM194B	2.71
OAS1	1.31
CXorf27	0.84
MITD1	-0.1
NDC80	-0.22
SLC2A2	-0.22
ACVR1C	-0.05
OR52E2	2.44
ACADSB	-0.4
PDXDC1	1.38
TAS1R1	3.52
BTN3A3	-0.28
OR10X1	1.51
NFYA	-0.21
PRDX6	-0.27
AK7	-0.24
MYOF	-0.44
NSUN7	1.35
SLC9C1	1.63
ANKK1	3.85
C12orf76	-0.1
CCL2	-0.1
NUDT4	-0.1
SLC35D2	-0.27
SYNE1	-0.16
TDP2	1.04
IQGAP3	-0.38
KCNK16	1.11
MZF1	1.25
OR1E1	-0.23
STAC3	-0.14
ZNF578	1.05
OR51L1	1.57
OR8K5	1.0
CALD1	1.47
ZNF320	-0.29
TTLL4	1.68
RAVER2	-0.11
OR1J1	1.31
CCL20	0.3
CDC26	0.3
CXCL10	0.3
PIH1D3	0.3
ZNRD1	0.3
BIRC8	1.86
COL4A4	1.04
OR2C1	1.13
MUC4	6.32
CAPN13	-0.28
PLEKHG4B	-0.1
LRRC42	-0.11
SLC1A4	-0.11
C11orf21	0.88
CEP44	1.33
NPC1L1	1.38
SLC27A6	-0.13
TINAG	1.07
TPH2	-0.07
SNRPB2	-0.12
TMEM190	-0.07
LIPH	-0.31
MMP19	-0.13
UHRF1BP1L	1.5
IQCH	-0.42
EXTL2	-0.32
ADAMTSL4	0.0
TLCD1	0.02
ZNF417	0.89
ELOVL2	-0.18
FAM198B	-0.13
FAM76A	-0.16
GCLM	-0.16
NAA20	-0.16
FAM213A	-0.01
ELTD1	1.0
NUFIP1	-0.2
FAM129C	1.58
SLFNL1	0.98
OR6C75	-0.07
UPP2	-0.11
FCRL2	-0.2
SHROOM4	1.07
PSG9	1.61
TAS2R43	2.64
USHBP1	-0.39
CHRNA5	-0.22
DSG4	1.83
OR8S1	1.73
CD200R1L	-0.05
OR3A2	1.28
CST9L	0.93
ACCSL	-0.15
MOGS	1.13
GLTP	-0.14
SULT1E1	-0.14
ZNF345	-0.14
SLAMF8	0.0
TGOLN2	1.42
BET1	-0.01
TMED7	-0.01
TMEM107	-0.01
AATF	-0.29
PCDHA10	1.61
ATP6V1C2	-0.02
FANCF	-0.02
ERV3-1	1.94
CRYGA	0.02
IQCF3	0.02
SULT1C4	0.02
GJB5	-0.05
TMEM30A	-0.27
CRIP3	-0.07
NXPE2	1.44
MCTS1	0.32
PCP4L1	0.32
TBPL1	0.32
CYP2R1	-0.09
MCM8	1.41
CIR1	-0.12
FOCAD	-0.19
PCDHB6	2.63
NUDT17	-0.23
GGPS1	-0.32
CCDC34	1.11
BCL2L15	-0.01
DEFB121	-0.08
PLAC1	-0.08
STX12	-0.08
VAMP3	-0.08
WFDC2	-0.08
WFDC6	-0.08
ME1	-0.27
ANKRD53	1.27
OR10C1	3.71
GAL3ST4	1.07
OLFML2B	1.23
STMN3	-0.05
KCTD20	-0.05
SLCO1C1	0.0
ZNF677	-0.22
MAGEB16	1.37
ATP7B	-0.34
LIX1	-0.25
PCMTD2	-0.25
ACADL	-0.36
RAD54L	-0.37
ARSJ	-0.09
SLU7	-0.09
TAF2	-0.04
ZNF814	-0.29
ANGPTL3	-0.11
ZSCAN5B	1.76
UROS	-0.1
OR2G2	1.57
SLC35G6	1.04
CST11	-0.07
SCNN1D	1.77
TCP10	2.71
OR8H1	1.15
SPATA21	1.31
TPSD1	1.71
C1orf112	-0.2
CCDC172	-0.05
SLPI	-0.1
PIWIL4	1.27
C10orf88	-0.18
TSR1	0.01
FRMPD1	1.71
ZNF559-ZNF177	1.06
CCDC84	-0.38
ISG20	-0.23
AKR7A3	1.89
RPL39L	0.35
CLCA2	-0.04
TM6SF1	-0.27
BTNL8	2.51
DFNA5	-0.13
CCL5	-0.12
KRT74	2.38
EIF2B2	-0.27
MAGEC3	1.36
RNPC3	-0.01
SSNA1	-0.01
ADAM20	-0.13
OR3A1	1.66
FAM114A2	-0.18
GBP4	1.76
GDF9	-0.02
KIAA1328	0.04
OR1S1	1.38
LNP1	0.04
GFM2	1.16
MRPL38	0.02
TMX4	-0.03
ACTR6	-0.25
IFT43	-0.25
DHX16	-0.02
HSPA6	-0.02
PRSS1	-0.12
SLC25A20	-0.14
RAPGEF3	-0.28
MRPL19	-0.29
ARSB	0.02
MRPL37	0.02
AMIGO3	-0.03
DYNC2H1	-0.35
C16orf80	0.01
CFL2	0.01
SPINK2	0.01
SVIP	0.01
CPVL	1.33
ZNHIT1	-0.32
TPSG1	1.2
CYP4A22	3.2
OR10G7	1.77
COG5	-0.02
ABCB6	-0.37
RFK	-0.21
TPCN2	-0.34
TRMU	-0.07
PRRG4	1.08
ACTR10	-0.25
MAX	-0.23
TNNI3K	-0.35
PTCHD3	3.16
KRTDAP	-0.05
RNF24	-0.05
RIIAD1	0.37
OR10K2	1.62
GSTM4	1.28
WDR60	1.21
FAM205A	2.68
TRIM48	1.84
PEX7	0.01
SPC25	0.01
SPRR4	0.37
GTF2A1L	-0.04
MKS1	-0.04
LAX1	1.24
ZNF124	-0.36
ZNF17	-0.2
MATN2	1.21
MFI2	-0.09
ACADM	-0.25
OR56B1	1.89
PRR5-ARHGAP8	2.28
CCRL2	1.26
GYPB	1.68
LYG1	-0.05
PIGC	0.02
OR7C1	1.68
NBAS	-0.22
PSMA8	-0.14
CCL21	-0.08
GLT6D1	1.33
ATP2C2	-0.35
ABCG2	-0.2
SVEP1	4.59
CHMP3	-0.27
GJB7	1.15
BPIFB1	1.49
ZNF397	-0.29
IL3RA	-0.09
OR52R1	2.02
MYOD1	-0.14
NEK4	-0.35
BAG5	-0.07
BTNL9	-0.13
CPSF4L	-0.12
CRIPT	-0.12
UBE2T	-0.12
CETP	-0.06
C10orf82	-0.03
CD27	-0.03
PPP1R17	-0.03
MED8	-0.21
EFHC1	1.27
RGS2	-0.16
SLC50A1	-0.16
POLB	-0.07
GPR39	-0.09
PLXDC1	-0.02
AZI1	2.69
ATP5SL	1.33
KRT36	1.45
FECH	0.04
KRTAP21-3	0.39
KRTAP22-2	0.39
GIPC2	-0.34
OVCA2	-0.21
OSTC	0.01
PRAMEF1	1.67
CLDN25	-0.1
PCDHA2	0.01
HEMK1	0.04
LUC7L	0.04
CEP104	-0.15
DYTN	2.65
VTI1B	-0.12
SLCO1A2	-0.33
PM20D1	1.33
ANO2	-0.34
XKR3	1.21
C7orf31	1.32
MRPL13	0.06
TMEM215	0.06
TRAPPC4	-0.27
ATP6V1D	-0.03
PPP1R15A	2.56
OR5H1	1.29
TPO	-0.14
ASB8	-0.29
EIF2A	-0.2
CD3EAP	1.73
STEAP1	-0.21
TK1	-0.21
ATP5H	-0.21
MRPS15	-0.09
ZIC4	-0.05
NACA	1.65
MLANA	-0.23
ERAL1	0.0
USP44	-0.29
PKD2L2	-0.22
TNFRSF10D	3.11
AKR1C1	-0.09
SNRNP27	-0.03
PCDHB15	1.58
DSG2	2.3
KRT40	3.2
MMP20	1.42
RGN	0.02
C5orf48	0.04
FABP2	0.04
HNRNPH3	0.04
MRPL41	0.04
FANCL	-0.29
DSN1	-0.14
TIMM50	-0.05
ATP6V1G1	0.41
S100A6	0.41
MFAP2	-0.19
TMEM44	1.78
OR5D16	-0.07
RIPK3	-0.04
ZNF391	-0.31
CDH19	1.4
OR4C46	1.47
CSRP2	-0.14
TIMM8B	-0.14
PPCS	-0.03
SUN5	-0.27
FBXO48	-0.05
MAGOHB	-0.05
UCN2	-0.05
ANKMY2	-0.02
BTBD1	-0.16
IFT81	-0.31
ARHGAP11A	-0.21
IL37	1.62
EXOSC2	-0.23
ARL16	-0.01
RABIF	-0.01
DALRD3	-0.29
C10orf10	-0.03
POLL	-0.13
SNAPC1	0.0
FAM90A1	1.98
BCLAF1	1.99
CCBL2	-0.05
CTBS	-0.05
PPP2R1B	0.09
SDAD1	-0.04
KLRC1	-0.05
CCER1	0.08
HTATIP2	-0.16
CCHCR1	3.54
MRPL17	0.08
SLC43A1	-0.06
DNAJC21	-0.15
ABHD1	-0.11
DHRS4L2	2.47
TRIML2	1.84
ZNF256	0.0
AADACL3	2.13
SIRPD	0.06
DEFB110	-0.16
IL18RAP	0.02
TMEM27	-0.19
ZNF577	1.49
PRG2	-0.11
GNAT2	0.02
GDPD3	0.04
OCIAD1	-0.07
ISCU	0.06
UBE2V2	0.06
ZNF829	-0.23
DIS3L	-0.26
CHIA	2.09
HEPHL1	-0.28
SATL1	1.57
CWH43	0.02
OR2L8	2.4
APPL1	0.04
TTPA	-0.16
DYNC2LI1	1.6
C14orf79	-0.16
OR4C16	2.47
NOC2L	0.04
SIGLECL1	0.04
HBG2	-0.01
MED19	-0.01
MED18	-0.07
C11orf94	0.06
C9orf142	0.06
TIMP1	0.06
KCNAB3	-0.29
ARHGAP8	2.3
TYRP1	-0.26
CNGA1	-0.05
C1QBP	-0.03
FAM107B	-0.03
RAP1GDS1	-0.03
AKAP13	1.99
DHX58	-0.28
CCDC58	-0.1
HIST1H2BN	-0.1
FAM96B	0.01
GADD45B	-0.03
THYN1	-0.27
CEP95	-0.31
UPP1	-0.2
PTS	-0.12
OR1I1	2.26
KRT6C	-0.17
OR9G4	-0.02
COL19A1	-0.12
AMDHD1	0.0
CENPO	0.02
TC2N	-0.09
GZMA	-0.23
LRRC8C	0.09
DNAI2	0.01
TTLL3	-0.21
NKIRAS1	-0.08
TEX30	-0.08
RAB18	0.1
SLC22A1	1.78
UBXN10	-0.23
DNTTIP1	0.01
GPATCH2	0.11
PGAM1	-0.03
TIFA	-0.03
ZNF708	2.09
HSPB3	-0.12
TSPAN6	-0.12
DIABLO	-0.21
DRAM2	-0.18
MICALCL	2.54
KIAA1210	2.84
ATP8B1	0.1
CATSPERD	1.9
RLN1	-0.09
BLOC1S1	-0.16
POLR3F	-0.27
HSD17B12	0.06
PSTPIP2	0.06
P2RX7	2.83
ENTPD3	-0.27
CTRC	0.02
FOSL1	0.02
TNNT2	-0.16
HAP1	1.87
METTL6	-0.21
TGDS	-0.25
OR4L1	2.22
GLCE	0.09
WBP4	-0.25
NLRP13	0.06
WDR27	2.52
FBXO7	0.09
TOMM20	0.08
SEC16B	3.61
BAG1	-0.05
STARD7	-0.05
SERPINE3	0.11
MAN2B1	0.12
AURKB	-0.16
NUDT3	0.06
AMY2B	0.11
RAG2	0.02
TBCK	-0.04
ST7L	1.91
RPH3AL	-0.16
LY6G5C	0.5
C8orf4	0.08
GLE1	-0.09
EBPL	-0.14
KRTAP4-4	1.79
ELOVL7	0.06
CYSTM1	-0.05
TM7SF3	-0.16
OR6K6	2.69
CCDC127	0.02
FBXO4	0.02
MINOS1	0.01
SNAPIN	0.01
ZNF185	0.11
SLC25A32	-0.05
SLC26A7	0.11
SLC26A10	2.22
NDUFA4	-0.1
HRASLS	-0.12
HCK	-0.02
CYB561D1	0.1
GLIPR1L1	-0.14
MS4A3	-0.14
GMFB	-0.01
ECM1	-0.27
GLT8D1	-0.07
PLEKHA4	0.03
B3GNTL1	0.11
KRTAP19-6	0.52
NT5C	0.01
TMEM184C	-0.19
CALHM3	-0.05
ZNF552	0.11
CYP3A5	-0.18
PRADC1	0.04
CCDC40	1.89
NXPE4	2.95
CALN1	-0.03
ATAD3A	0.12
SIRPB1	3.22
TGIF1	0.04
ITGA2	-0.24
APEX1	0.08
ATAT1	-0.16
FAM133A	0.55
DPAGT1	0.06
HIST1H2AK	0.06
TPRG1	0.06
DNAAF1	2.75
OTUB2	-0.03
CYP7A1	0.09
FUT11	0.09
MDFI	-0.14
GPR82	0.1
PSME2	0.1
SFT2D1	0.1
TMEM54	0.06
EREG	0.1
C5orf34	-0.27
ALPK2	4.93
MCM10	-0.03
ARL5A	-0.03
LSM5	-0.03
VAMP4	-0.03
NME1	-0.12
ABRACL	0.04
MYL12A	0.04
NANOS3	0.04
RRAS2	0.04
ASNS	-0.03
KRTAP22-1	0.57
DDX51	0.16
DLGAP5	-0.22
FAM24A	-0.08
HINT2	-0.08
SVOPL	-0.06
HLA-G	0.09
LRR1	0.0
ASB17	0.15
TARBP1	-0.23
ZNF396	-0.05
TMEM129	-0.05
CLDN6	0.15
RAET1L	2.84
GBP1	-0.08
UFSP2	-0.03
TKTL2	-0.17
MYF6	0.04
IFI30	-0.09
C6orf222	-0.15
MAN2C1	-0.1
LIX1L	-0.14
SGCG	-0.14
PTGR2	-0.16
TMEM45A	-0.16
CGB1	0.59
PPIP5K2	-0.19
ZNF33B	-0.08
L2HGDH	0.02
NSUN6	-0.2
C18orf54	-0.07
POP5	-0.16
TWF1	0.08
BRMS1	-0.14
DEFB1	-0.07
WDR46	-0.09
ZNF211	0.18
FITM2	0.02
SCRN3	0.0
TIMM22	0.1
AP5S1	0.08
VSTM1	0.08
DEFB104A	0.61
HSBP1L1	0.61
OR7D2	-0.2
CLUAP1	0.18
TMEM171	0.18
NDUFAF6	-0.16
RASL10B	0.17
SLC10A2	-0.11
ODF2L	-0.22
SMPD2	-0.11
UCHL3	-0.16
RNF144B	0.06
TTC23	-0.22
DEFB123	-0.01
FAM184A	-0.22
NUDT9	0.08
GABARAPL1	0.06
POLR2K	0.06
HSD3B1	0.15
PET100	0.63
INPP1	0.13
KLHL5	-0.16
DAND5	-0.03
SIGMAR1	0.08
TMEM128	0.08
NPC1	-0.05
POLE4	-0.01
PDK4	0.04
DCTN3	0.13
RNMTL1	0.2
MMACHC	-0.13
MRPS10	-0.03
POP4	-0.03
CMC2	0.15
NRN1	0.15
RGS21	0.15
TMEM50B	0.15
UQCRH	0.15
SNAP29	0.08
TPGS2	0.08
GEMIN2	0.02
CDK10	0.07
EXOC6	0.16
DDX27	-0.06
C19orf73	0.66
C7orf66	0.66
NOTCH2NL	0.66
SPINT3	0.66
LY9	0.11
SULT1A1	-0.16
CALCB	-0.14
C11orf1	0.15
FOXR2	0.13
EFCAB1	-0.05
TXNDC5	0.02
ALG14	0.19
C2orf48	0.19
PLOD2	0.11
SLC25A31	-0.14
TMIGD1	-0.09
AGMAT	0.11
GNE	-0.03
CCDC104	0.19
FAM71E1	0.19
TRIM36	0.14
PLD1	-0.01
FAM9C	-0.21
C9orf24	0.02
APOBEC3D	-0.16
LTV1	0.17
