gene	RVIS
TYW5	-0.18
ZNF182	0.06
SLC25A17	0.04
TMEM25	0.2
FANCI	-0.12
APOA2	-0.03
TTC14	-0.02
ALOX15	-0.13
LST1	0.01
AOC2	-0.12
CCL4	0.1
GGCT	0.1
PPIL1	0.1
SNTN	0.1
GABRR2	0.07
WDR72	-0.01
ZNF114	-0.2
GSTM2	-0.18
FIS1	0.17
GHRH	0.17
MRPS18C	0.17
TMEM154	0.17
SAMD7	0.09
CDKL4	0.04
ANP32D	0.7
CORO7	0.12
ALDH3A1	0.11
KDSR	-0.14
HBB	-0.01
DDX55	-0.11
KIF9	0.2
PCOLCE2	0.07
PCDHGA1	0.12
RGL3	-0.11
MUL1	0.02
IFNA6	0.15
REEP3	0.15
NEU3	-0.13
UGT1A4	0.18
PCBD1	0.01
DNAJC19	-0.08
NIPSNAP3A	-0.07
TMEM95	-0.16
U2AF1L4	-0.16
CANT1	0.02
RNFT1	0.0
APOC1	-0.05
SCFD2	-0.04
TBC1D5	0.09
METAP1D	-0.09
RWDD4	0.06
WFDC9	0.72
MCTP2	-0.19
SEC22C	-0.18
ENDOV	-0.02
ERICH1	0.07
DEPDC1	-0.13
TMEM40	-0.07
TPTE2	-0.18
KIF19	0.06
C16orf90	0.06
MRPS18A	-0.16
SPSB2	-0.16
TMPRSS11B	-0.11
C9orf3	-0.11
DNAH5	-0.18
IFNAR1	0.04
C5orf28	-0.16
DIMT1	-0.16
TNFSF10	0.04
F13A1	0.25
RPS27L	0.1
PUS3	0.24
CCL18	0.19
HSD3B2	0.09
RETSAT	0.07
P2RX4	-0.04
NOTCH4	0.15
ANGPTL4	0.11
FAM3B	0.24
SEC14L2	0.24
COMMD10	0.19
VPS25	0.08
SPATA19	-0.05
ATP5G1	0.04
SCGB3A1	0.04
SMR3B	0.04
UBL3	0.04
TSFM	-0.03
COX7A1	-0.01
PFDN1	-0.01
FAM216A	0.17
MREG	0.17
SGMS2	0.02
LYPLAL1	0.22
NCR3	0.77
SH3RF2	-0.15
CDNF	0.1
DDRGK1	0.17
C3orf27	0.08
PRTFDC1	0.08
ZNF485	-0.07
SDPR	0.22
PFN4	0.04
UBE2L6	-0.08
SLC46A3	0.0
MRPL10	-0.1
FCRL6	0.27
HIST2H3D	0.04
NDUFAF2	0.08
HRSP12	-0.05
NIPSNAP1	-0.05
ZP4	-0.11
ACYP1	-0.03
MRPL43	-0.05
RARS2	-0.13
SLC26A11	0.03
SLC25A40	0.02
GPAA1	0.22
NKTR	0.1
RWDD2A	-0.1
FASTKD1	-0.13
LHFPL2	-0.07
NRSN1	-0.07
APITD1	0.21
FAM19A2	0.21
NDUFB3	0.21
OTOF	-0.11
SLC18B1	-0.11
NLRP9	-0.1
IQCF6	0.81
AGGF1	-0.09
MRPL49	-0.01
TM2D2	-0.01
PDZD9	0.04
TPD52L1	0.13
ALPK3	0.23
ODAM	0.26
USP18	0.26
RNF219	-0.11
SLC44A3	-0.02
ADSSL1	-0.02
UBE2W	0.12
ANXA5	0.13
EAF2	0.13
FAM207A	0.13
OR9A4	0.13
TUBB8	0.15
XRCC1	0.19
CIDEC	0.26
HIST1H2BI	-0.03
PATE4	0.83
CDK15	-0.02
CTSH	0.15
RMND1	0.15
RNF157	0.29
PSME1	0.28
NDUFB6	0.13
GNA14	-0.13
NOX4	0.11
TMEM155	0.86
ZNF680	0.17
CDC42SE1	0.06
WBP5	0.06
CD1A	0.11
CKLF-CMTM1	0.28
TEX101	0.02
ALG2	0.24
SCRG1	0.01
NSMAF	-0.13
ACOT8	0.11
UROD	0.11
YAE1D1	0.28
USP16	-0.09
CTNNAL1	-0.04
BLID	0.24
DDIT3	0.24
OR4A16	0.02
ALDOB	0.06
ZNF772	0.28
DCXR	0.04
HDDC3	-0.03
BRCC3	0.21
CENPH	0.01
PDCL2	0.01
SCNN1A	0.27
PARPBP	0.06
HEBP2	0.1
ST6GALNAC2	0.0
ATG4C	0.0
RBM23	-0.13
AKR1B15	0.02
PIGW	-0.03
DUSP21	0.22
HSPB11	0.17
PRPF38B	0.08
CT62	-0.01
SPINK13	-0.01
OIP5	0.15
CLIC3	0.04
EIF6	0.04
KHDC1	0.04
SLAMF7	0.31
A2M	0.1
KLRC2	-0.03
RHEBL1	0.06
PCDHA1	0.21
DDX28	0.31
IQCG	-0.02
ZNF613	0.13
C10orf11	0.17
DAZAP2	0.17
HMX2	0.17
CXCL6	0.01
HIST1H4F	0.01
ACRV1	0.08
SH3BGRL2	0.15
CHST4	-0.02
TMEM14B	-0.07
SLC17A3	0.11
UGT2B4	0.2
GOLGA7B	0.13
ICAM4	0.31
MBIP	-0.05
C1orf189	-0.12
SRRD	-0.14
TRUB1	0.08
ZNF37A	0.09
C12orf29	-0.1
AP4B1	-0.13
CALU	0.13
NDUFV2	0.13
KCNK17	-0.07
FANCA	-0.1
TSPAN18	0.02
RNF180	0.11
POLR2J	0.08
IMPACT	0.26
EFCAB2	-0.01
DCUN1D2	0.24
DUXA	0.24
NT5E	0.04
SP100	0.23
WHAMM	0.33
GEMIN6	-0.07
GPLD1	0.28
CHEK2	-0.13
OR51E2	0.13
GEMIN7	-0.05
CD1D	0.02
GLYAT	0.24
DCLRE1B	0.04
LYZL2	0.08
MORN3	-0.12
GYG2	0.2
PIGL	-0.01
ROPN1	0.13
C5orf54	0.33
CD84	0.04
EGFL8	0.04
TNK1	0.09
CD302	0.33
RAB3GAP1	0.2
ZNF92	0.17
C6orf48	0.17
CARD18	0.17
ZCCHC10	0.17
MNDA	0.2
PF4	-0.01
UQCR11	-0.01
AK3	0.06
FCHSD1	0.23
LCN1	0.22
C5orf63	0.28
C8orf59	0.28
PCDHGA11	0.05
RTP3	-0.03
FNDC9	0.33
NUDT7	0.33
CGRRF1	0.19
ADAM7	0.12
RNASE13	0.28
COX7B2	0.01
LAMTOR3	0.01
UFM1	0.01
TTC18	0.29
FER1L6	-0.13
NSUN5	0.02
FOXS1	0.13
CLN5	0.06
HOOK2	0.31
ZNF589	-0.12
SLC22A15	0.04
C1orf162	0.04
CST7	-0.01
ZNF517	-0.03
CD160	-0.07
PIK3R3	-0.09
FBXO6	0.35
PECR	0.35
TRABD2A	0.22
LRRFIP2	-0.06
WFDC12	0.35
LAYN	0.15
DNAJC27	-0.12
ACP1	0.26
MPZL2	-0.05
PLA2G2F	0.19
ACTR5	0.27
MYCBP	0.1
UBL5	0.1
CHAC2	-0.07
TMEM141	0.15
GRTP1	0.13
ZNF432	-0.11
CD300C	0.24
FKBP6	0.24
NAALAD2	0.07
VIMP	-0.1
SEC11A	-0.03
PPAPDC2	0.19
UGT3A1	0.31
C11orf31	0.22
CLEC5A	0.22
ZC3H8	0.22
NHLRC4	0.1
S100A9	0.1
CEACAM8	0.22
CEBPZ	0.25
RTBDN	0.11
C22orf31	0.24
NMRK2	0.24
DEFB118	0.3
HABP2	-0.06
ZFP30	0.13
LELP1	0.19
SELK	0.19
INCA1	0.22
ECI1	0.06
CLEC4E	0.08
HIST1H4A	-0.08
LYRM5	-0.08
ABCC4	0.21
ANKRD42	0.06
ADAM32	0.38
PCDHA7	0.08
LCMT2	-0.04
C8orf37	0.19
MTRF1L	0.04
ANAPC13	-0.05
ZSWIM1	0.37
BCL10	0.28
ANGPT4	0.09
CRYGD	0.06
FKBP2	0.06
MAP1LC3C	0.06
IZUMO4	0.06
MSH3	-0.08
SAMD9L	-0.03
ALG5	0.08
IAH1	0.17
TRDMT1	0.09
EXOSC7	-0.03
ZNF354B	0.24
MINA	0.0
CIB4	0.13
CD1C	-0.09
PHF11	-0.05
MRPL15	0.28
C14orf142	0.04
ITGB1BP2	-0.01
OTOS	-0.01
PHOSPHO2	-0.01
CCDC107	0.17
GZMH	0.31
ADC	0.0
FOPNL	-0.07
SLC38A9	0.13
RGS14	0.35
DCTPP1	0.24
PMEL	-0.04
GLO1	-0.05
OR4K13	0.37
CDC6	0.26
BLVRB	0.31
UAP1	0.31
HSPA4L	0.24
EIF2AK1	0.36
PITPNB	0.12
HHLA3	0.33
KNCN	0.33
FGF6	0.22
CCDC19	0.36
KLRK1	-0.05
ZWILCH	0.04
CASP8	0.04
GCHFR	-0.05
C8G	0.2
BMP5	0.35
RGS8	0.3
WFDC10A	0.13
GJB3	0.2
TJP3	0.13
LENG1	0.06
PLGRKT	0.22
LDLRAD1	0.19
RAD1	0.19
IFI27L2	-0.08
PRB1	0.31
PCCA	0.09
ATG12	0.15
RPUSD3	0.06
ALKBH1	0.15
CNTRL	-0.08
TTC37	0.06
ST6GALNAC1	0.16
MNS1	0.13
STX17	0.15
TTC33	0.15
FCER1G	0.35
NOL3	0.13
AP1S3	1.3
HSD17B13	0.4
GOLGA7	-0.01
C10orf35	0.08
CD69	0.08
COX20	0.08
UNC50	0.08
RTKN2	-0.07
HYLS1	-0.03
MT1M	0.35
CALR3	0.15
CCDC157	0.3
B3GALTL	0.07
RARRES2	-0.01
CCDC28B	0.26
SPRYD4	0.26
MFSD1	0.2
RNF217	0.33
TMOD4	0.33
PCK2	0.27
TCTN1	0.18
AMPD1	0.07
PCDHGA7	0.14
ALDH16A1	0.44
CPED1	-0.01
ACTRT1	0.37
SLC26A2	0.18
ANKRD34B	0.33
CERS4	0.09
PLAC1L	0.08
SPA17	0.08
ZNF607	-0.06
ADAT2	0.19
BSPRY	0.22
GNG11	0.06
HIST1H3J	0.06
PRCD	0.06
S100B	0.06
TIMM9	0.06
SLC41A3	0.29
ANG	0.24
LYSMD1	0.24
TREM1	0.42
TESK2	0.22
ARSG	0.31
TCTN3	0.24
PSMF1	0.42
FSHB	0.04
PROK2	0.15
GCNT4	0.33
KIF14	-0.03
BTD	0.02
PRSS21	0.22
FDCSP	-0.03
TRIP11	0.31
ZCCHC17	0.06
RNF141	0.26
VRK2	0.07
DPRX	0.02
GLT1D1	0.15
STYXL1	0.04
COX19	0.37
LTB	0.37
AQP10	0.1
TAS2R30	0.4
PSMB4	-0.05
SHBG	0.13
CYB5D1	0.26
CCL23	0.28
PLA2G4E	0.32
PRPS1L1	0.4
NDUFA9	0.31
ADCK4	0.03
PLEKHA8	0.24
NTS	0.15
NUDT2	0.15
PTPLAD1	0.28
VSIG10	0.42
CC2D2B	0.35
OR52M1	0.16
RNF215	0.22
CGNL1	0.33
MUTYH	0.11
HINT3	0.21
DMGDH	0.16
MAEL	0.11
ZCCHC2	0.34
DTWD1	0.13
C5orf58	0.26
IER3IP1	0.26
DUSP22	0.28
TNFAIP1	0.08
TBC1D29	0.22
TSPAN19	0.22
RPA2	0.26
LRRC43	0.4
SH3TC2	0.02
SCGB1D4	0.01
FOLR2	0.06
TMEM116	0.02
XRCC2	0.02
ENTPD7	0.11
STK19	0.22
GDF3	0.42
CTSO	-0.01
ZNF277	0.0
S100A5	0.39
PAAF1	0.24
GHDC	0.2
ZNF175	-0.02
MIA	0.17
NGB	0.17
MPEG1	0.16
ZNF454	0.33
SELRC1	0.24
MTR	0.25
HPSE	0.02
ZNF675	0.0
SAP30	0.06
BEX5	0.08
C15orf48	0.08
NNAT	0.08
HTRA2	0.28
ZFAND2B	0.28
AKR1A1	0.31
SLC37A2	0.05
DUS4L	0.02
VWA2	0.12
DIAPH3	0.19
MMP7	0.33
TTC8	0.33
ECD	0.05
NLRP10	0.05
IK	0.13
CDHR1	0.01
CALML4	0.24
SSSCA1	0.04
ITPA	0.06
HN1L	0.08
KLF11	0.25
TCP11L2	0.04
TRH	0.02
TM6SF2	0.37
FAM105A	0.11
RABL2B	0.37
PTN	0.28
ZUFSP	0.22
TMEM50A	0.17
KRBA2	0.04
CLEC12A	0.19
OXSM	0.15
CES3	0.23
IL12A	0.24
TMEM242	0.24
PPIL3	0.28
IL12B	0.44
TMPRSS11A	0.35
ATP6V1G2	-0.01
POLI	0.2
CMA1	0.2
CENPBD1	0.17
C10orf91	0.04
TLL2	0.35
DIS3	-0.02
ADAL	0.26
BCAT1	0.48
BRD8	0.16
AVPI1	0.42
H2BFWT	0.24
ITIH2	0.15
ORAOV1	0.08
CDKL3	0.33
TDO2	0.0
C7orf62	0.35
ZNF620	0.35
HORMAD1	0.1
SHMT1	0.22
SIT1	0.31
PRKAG1	0.19
HSD17B4	0.27
OR6K2	0.49
DYRK4	0.0
ACY1	0.33
ZNF682	0.35
TCERG1L	0.33
THUMPD3	0.27
LRRC36	0.31
CYP4A11	0.23
PSORS1C1	1.88
C1orf53	0.19
GPSM3	0.19
SPO11	0.46
TCEANC2	0.08
UPK2	0.08
C1orf109	-0.03
POLR2G	-0.01
C1orf56	0.33
CABYR	0.11
SPCS1	0.3
IQUB	0.01
CTSS	0.22
ELMOD2	0.19
C7orf10	0.02
HEATR4	-0.01
CHMP4A	0.26
ASB15	0.49
MS4A6E	0.44
CDK2AP2	0.1
PDE6H	0.1
ISCA1	0.08
PCTP	0.13
TATDN1	0.22
NUDT1	-0.03
DFFA	0.51
ROS1	-0.03
CNIH4	0.26
CYTL1	0.26
GSTO2	-0.01
FABP3	0.19
TBPL2	0.11
RABEPK	-0.02
PRIM1	0.04
MRAP	0.37
APBB3	0.18
TCP10L	0.15
KIAA1033	0.21
TROAP	0.21
GPX8	-0.01
DHFRL1	0.19
FAM228A	0.19
HESX1	0.19
MS4A6A	0.48
ARHGAP19	0.35
MYLK4	0.42
DPEP3	0.15
SLC36A3	0.29
GCA	0.53
C6orf25	0.24
ELL3	0.49
OPALIN	0.42
ANAPC16	0.46
SCTR	0.55
MAP3K6	0.37
LCE1A	0.04
NIN	0.07
C1orf100	0.01
FAM63A	0.46
TAAR5	0.49
BOLA1	0.46
SH2D6	0.46
ZNF337	-0.02
FDXACB1	0.43
SRBD1	0.08
PNPLA7	0.16
WDR19	0.56
GUCA1B	0.04
MDM1	0.38
CYP24A1	0.02
DEFB125	0.33
PRKRA	0.33
SRI	0.33
ASNSD1	0.22
SPACA7	0.04
ACADVL	0.03
MRPS9	0.4
ST8SIA6	0.2
PRSS58	0.24
CCL13	0.37
SCNM1	0.35
C12orf75	0.12
TRAPPC2	0.12
NPHP1	0.07
THNSL2	0.42
CYB5R4	0.28
KCNK18	0.35
CDKN2AIPNL	0.06
FAM133B	0.06
CARD16	0.19
ZP1	0.07
LRRC66	0.43
FCGR3A	0.44
PYGL	0.21
PI16	0.42
COMMD3	0.08
CBR4	0.31
OR4E2	0.35
EIF4EBP3	0.01
FAM216B	0.1
GABPB2	0.26
C9orf135	0.0
LENEP	0.24
MT1X	0.24
GIMAP4	0.31
KRTAP3-3	0.17
WDR5B	0.11
LIPA	0.15
FBLIM1	0.51
AIMP1	0.08
NMNAT3	0.08
MTMR11	0.31
C12orf39	0.06
CEACAM3	0.42
FAM177A1	0.13
HIF1AN	0.26
C5orf46	0.3
CYP4Z1	0.31
ZNF234	0.25
CHMP1A	0.15
PHLDB3	0.05
CDHR4	0.26
HAND1	0.04
AMICA1	0.6
IMMP1L	-0.01
EMCN	0.06
ZNF774	0.6
PCNP	0.5
HLA-DQA1	5.11
SULT2A1	0.26
TAF1D	0.26
SLC5A7	0.24
FAM92B	0.4
ZNF76	0.4
PPA2	0.0
ZMAT5	0.13
SOAT2	0.18
ZNF107	0.16
MAPK15	0.57
SLIRP	0.04
TRUB2	0.44
ANAPC10	0.24
TAS2R46	0.26
MYEOV2	0.51
KRT20	0.18
TTI2	0.18
PPAPDC1B	0.22
ENTPD5	0.42
CHP2	0.39
BBS4	0.11
NQO1	0.55
RPA3	0.04
CLCA1	0.25
TMBIM4	0.24
GYS2	0.32
SNAPC4	0.32
IMPA1	0.35
CR2	0.06
UBE3D	0.6
CRYBA4	0.22
G6PC3	0.22
ZNF544	0.63
KIAA1755	0.42
PGM2	0.09
QRSL1	0.42
SLC17A5	0.06
ANGEL1	0.58
CCDC62	0.58
CLEC4G	0.33
CHPF2	0.17
HMGCLL1	0.11
IRAK1BP1	0.24
PIBF1	0.43
TMSB10	0.15
FAM109B	0.19
FAM81B	0.44
KIAA0825	0.24
PYY	0.52
POLE2	0.15
TRAF3IP3	0.29
CCDC140	0.37
DSC3	0.3
CXCL9	0.26
ZNF551	0.05
APOO	0.53
CD3G	0.53
EIF1AD	0.53
PTPN22	0.27
SLC25A43	0.28
CST9	0.51
FAM86C1	0.51
MAP1LC3B	0.15
TMEM68	0.15
OR2F1	0.2
IGSF10	0.0
SLC36A2	0.05
ABCA9	0.0
SLC35F5	0.06
RNASEH2B	0.04
OR10P1	0.46
ASTE1	0.0
CCT6B	0.2
TCP11	0.55
ADAM17	0.6
KIAA0391	0.15
SLC25A47	0.47
JMJD7	0.55
OR6C4	0.51
ATP10D	0.3
ATP6V1E2	0.08
GLTSCR2	0.4
ATPIF1	0.08
STXBP4	0.17
KIAA1919	0.13
C1orf111	0.42
C22orf29	0.4
TMEM156	0.4
KIAA0586	0.61
TMC8	0.21
WNK4	0.37
DPPA4	0.1
FAM218A	0.55
CNGA4	0.18
SLC36A4	0.13
CCL28	0.26
ZNF785	0.06
SH3D21	0.51
CWF19L1	0.46
CGREF1	0.44
C12orf74	0.55
KLRC3	0.64
CCDC24	0.31
MRPS6	0.06
ZNF841	0.62
MPV17L2	0.04
SLC10A7	0.28
GUF1	0.24
FCN3	0.31
FGB	0.31
OR9Q1	0.53
SFXN3	0.33
TCTE3	0.24
ADAM29	0.11
PHKB	0.37
C7orf69	0.17
TMSB4X	0.17
IRGQ	0.17
NPAT	0.63
SEPN1	0.62
GPSM2	0.02
ZNF235	0.29
INIP	0.06
MT1G	0.06
PTER	0.2
KRTAP3-1	0.17
OR3A3	0.53
DHRS4	0.49
PPP1R42	0.37
VN1R4	0.66
APH1B	0.53
TRAT1	0.53
ME2	0.46
MEA1	0.22
MRPS31	0.04
DARS2	0.2
DEFB135	0.15
STRA8	0.15
PGLYRP1	0.46
C6orf58	0.11
UTP14C	0.11
METTL7A	0.1
C14orf119	0.17
CD244	0.37
RHBDL2	0.59
FCRL1	0.64
C14orf2	0.3
CCDC152	0.3
CTSF	0.49
FBXO16	0.26
TFF2	0.55
TRMT61B	0.2
LYPD5	0.51
PLA2G12A	0.22
TSPAN32	0.38
CLEC1B	0.68
C10orf120	0.11
MSH4	0.2
RPP30	0.11
RNASE10	0.55
KCTD18	0.62
XYLB	0.67
DDX58	0.05
GINM1	0.37
ECI2	0.31
ARGFX	0.33
CYP2A13	0.31
CDHR3	0.32
MOCS1	0.11
TCHHL1	0.16
TMEM212	0.1
PEX13	0.37
SCEL	0.11
TAS2R50	0.17
OMD	0.33
LSM2	0.19
PKIA	0.19
SKIV2L	0.17
CCL17	0.44
NMU	0.48
DISC1	0.2
GAGE10	0.19
LHFPL1	0.24
MRPS17	0.24
IL36G	0.3
LURAP1	0.48
SLC30A8	0.09
PBLD	0.11
NT5C1B-RDH14	0.53
PGM2L1	0.51
KIAA1586	0.58
LRRC34	0.24
TAF1A	0.6
CCDC158	0.15
CCDC28A	0.35
ZNF550	0.64
ASB11	0.15
OR1J2	0.4
COL22A1	0.16
AGTR2	0.31
RAB38	0.31
TBC1D28	0.08
GTF3C6	0.17
OSTN	0.17
TSPAN31	0.17
BTN3A1	0.53
RPL3L	0.76
STOM	0.28
RSPO1	0.17
HEXDC	0.56
GPR110	0.7
ATP6V0D2	0.13
GPR112	0.08
TXNRD3NB	0.39
TNFRSF13B	0.53
TSPO	0.73
FAM83F	0.35
UCP2	0.11
SPICE1	0.25
DRD5	0.37
ZNF528	0.18
CYYR1	0.73
CLPSL2	0.32
MT3	0.32
OR5AK2	0.33
PABPC3	0.69
AGA	0.75
C12orf45	0.28
GSDMC	0.69
CYB5R3	0.51
LY96	0.46
TMEM38B	0.22
OR5B2	0.73
ECHDC2	0.06
SCGB1A1	0.06
TCTA	0.13
TMEM123	0.59
BCMO1	0.4
PTGR1	0.11
ANKRD37	0.5
MRPL24	0.5
TM2D3	0.35
G6PC2	0.69
CMTM5	0.15
MTHFR	0.09
CLDN20	0.42
C9orf173	0.57
ZNF695	0.62
OR2G6	0.78
THAP2	0.26
EXTL1	0.71
SETMAR	0.31
OR5AS1	0.75
CD48	0.53
SRSF12	0.33
MS4A15	0.71
CXCL13	0.21
ATP5S	0.1
ESD	0.1
SAA1	0.1
STBD1	0.15
MSRB2	0.66
PLA2G4B	0.06
CAPN2	0.72
SLFN11	0.09
RDH8	0.69
SNX31	0.53
TAS2R41	0.31
RNF181	0.28
KRTAP20-1	0.35
MTERFD3	0.64
IL1A	0.62
FBXO36	0.13
MGST2	0.44
FAM122B	0.35
NOG	0.35
CFHR1	0.77
OR8K3	0.31
KRT33B	0.73
RBP7	0.19
PLEKHG4	0.57
DMKN	0.45
PPAP2C	0.46
FAM167A	0.58
CFHR5	0.18
ARL13A	0.06
MSS51	0.47
ANKFN1	0.6
KRTAP5-11	0.68
CEP164	0.09
WDR31	0.17
DNAJB9	0.19
SLC2A11	0.76
F13B	0.73
CYP2C19	0.71
ESCO2	0.73
CALCR	0.09
ZNF781	0.08
ARSF	0.36
PRSS12	0.07
TDRD10	0.42
FAM122C	0.35
PPM1J	0.66
DHRS7	0.24
LYRM1	0.15
CD209	0.31
PANX3	0.31
SLCO2A1	0.27
OR10Q1	0.64
BSPH1	0.5
KRTAP23-1	0.5
ZNF223	0.6
TFPI2	0.55
WFDC13	0.24
CERS5	0.35
RHOF	0.35
KRT33A	0.85
FMO5	0.07
CCDC150	0.16
DNALI1	0.37
BCAT2	0.17
SLC25A48	0.53
ARMC10	0.13
PLSCR1	0.39
BEST3	0.13
MSH5	0.13
LAMP5	0.26
LYG2	0.44
CDK18	0.2
C1orf146	0.1
DPM2	0.46
C12orf65	0.13
LCN2	0.84
FAM26E	0.33
TMED7-TICAM2	0.22
NDUFA7	0.57
CCNH	0.11
SLC25A46	0.84
TFB1M	0.26
ZNF684	0.26
C14orf177	0.46
SP140	0.32
AKR1E2	0.62
MOGAT1	0.78
OR2T27	0.33
OR8B8	0.44
PRR23A	0.52
TUBE1	0.13
TNFRSF10B	0.64
ACOT4	0.28
NPPB	0.53
WDSUB1	0.13
ZNF418	0.07
OR52K1	0.51
EMB	0.17
LAIR2	0.37
HAVCR1	0.8
SPATS1	0.24
COL23A1	0.76
VN1R2	0.62
NOX1	0.42
C6orf118	0.94
QPCT	0.31
CISD3	0.39
GPANK1	0.42
PCDHGA12	0.23
RSPO4	0.31
PTTG2	0.35
FAM127B	0.48
NPFF	0.1
FAM200A	0.28
ZNF181	0.2
RAD51B	0.93
C1orf210	0.55
TREM2	0.48
MMRN1	0.35
GRXCR2	0.71
TXNRD2	0.63
MYCT1	0.55
SMPDL3A	0.57
DCAF13	0.85
KRT15	0.8
SIRPG	0.8
SCARA5	0.62
APOC2	0.77
DHTKD1	0.99
KIAA1257	0.95
CALCA	0.91
NLRX1	0.19
TMEM69	0.1
HTR2B	0.11
LIPF	0.51
USP6	0.42
PCNXL2	0.39
IL36B	0.39
CEACAM7	0.97
SPPL2A	0.97
SYPL2	0.93
FZD6	1.0
TUBA3E	0.38
ATP6AP1L	0.59
EME1	1.0
CEP70	0.11
PDHX	0.25
ZNF558	0.33
SEL1L2	0.42
XPA	0.68
RGS16	0.37
CRISP2	0.95
SDCCAG3	0.47
TMEM194B	0.21
HPR	0.38
MTX3	0.51
RASAL1	0.47
CETN3	0.19
F2RL2	0.77
SH3YL1	0.13
IL20	0.1
GEMIN5	0.22
DEFA6	0.75
TARM1	0.75
NUP62CL	0.81
CEACAM4	1.02
ADORA2B	0.64
OR2J3	0.82
ANKRD23	0.13
OR11L1	1.02
SPANXN2	0.41
MFSD2B	0.44
ZNF720	0.59
DLEC1	0.16
MERTK	0.87
C11orf74	0.19
CCDC17	0.4
UQCRB	0.15
MIPEP	0.62
SLC22A16	0.47
TTC4	0.44
TRIM59	0.13
TM4SF20	0.71
SIGLEC5	0.55
EXOSC8	0.1
PAGE2	0.44
KRTAP10-8	1.0
FAM103A1	0.26
CXCR1	0.46
COMMD2	0.28
CYP4F3	0.25
OR10A6	0.91
ZNF33A	0.18
C12orf52	0.49
TNFRSF10A	0.51
GSTO1	0.77
POC1B-GALNT4	0.4
POPDC3	0.24
SNX16	0.55
MTERF	0.4
UTP6	0.4
TAPBPL	0.98
ZCCHC5	0.49
CSN1S1	1.02
MRPL32	0.28
NOP10	0.3
PCDHB1	0.56
ODF4	0.66
CHTF18	1.08
ACSM1	0.12
OR6X1	1.06
NIPAL2	0.19
PARVG	0.33
TP53AIP1	0.86
NPVF	0.3
REXO4	0.38
C17orf67	0.61
MT1F	0.61
IFI35	0.31
PRSS36	0.8
PDHA2	0.33
ROPN1L	0.46
AFM	0.49
NME9	0.37
CEACAM21	1.08
CATSPER2	0.91
GPX2	0.44
HEXB	0.95
HAMP	0.46
PRAC	0.46
S100Z	0.46
RANBP17	0.12
ASCC3	0.13
EPSTI1	0.37
STYK1	0.18
RTTN	0.19
MPHOSPH6	0.46
NUDT12	0.29
PGC	0.26
PASK	0.32
CCZ1B	0.88
TDG	0.13
ECM2	0.42
SPATA9	0.22
ART3	0.22
ANXA9	0.53
C2orf15	0.28
AOC3	0.78
TMPRSS7	1.03
ARHGEF19	1.0
C1orf174	1.06
OR11H4	1.06
BEX2	0.64
C1orf227	0.17
TRMT10C	0.42
ZNF438	0.65
CD3E	0.37
OR12D3	0.22
ORC1	0.61
METTL2A	0.19
SCARB2	0.49
PEAR1	0.68
RABL2A	0.28
TMA16	0.7
RPF1	1.0
CDT1	1.18
HARS	0.26
FOLR1	0.46
TCAP	0.46
MUC15	0.71
OTUD6B	0.71
OR6M1	1.11
SPRR2A	0.32
WFDC11	0.32
ZNF615	0.49
ADPRHL1	0.27
TMCO2	0.37
GRAMD1C	0.13
NIPAL1	0.6
INSL5	0.33
NDUFC2-KCTD14	0.33
DNASE2B	0.88
KIAA0141	0.69
PCDHB3	0.8
EPHX2	0.69
LGSN	0.62
C16orf46	1.02
LIPE	0.55
RBKS	0.15
CYP4F2	0.27
RFTN2	0.42
DPH1	0.4
SCRN2	0.76
DNAJB7	0.69
USP53	0.83
TMCO4	0.45
CYP4V2	0.42
STARD6	0.95
KLHDC4	1.08
FBXL13	0.49
SEC23B	0.49
TATDN3	1.15
CASP9	0.82
PNLIPRP1	0.15
TIPIN	0.73
OPTC	0.64
MBD3L1	0.44
HPGDS	0.19
EBNA1BP2	0.42
CNTLN	0.46
LCN6	0.51
ZNF700	0.16
MRS2	0.31
PENK	0.31
SPATA7	1.14
HEPN1	0.68
ELMO3	0.56
KIAA0020	0.47
PHYH	0.62
MRI1	0.51
UPK1A	0.93
PAGE2B	0.35
FAM71C	1.19
PAGE5	0.5
SLC13A1	0.42
MTERFD1	0.55
FCN2	0.58
C1orf194	0.99
MYH4	0.14
RGS22	1.14
ZWINT	0.82
LY86	0.37
PRM1	0.35
GOLM1	0.64
LETM2	1.08
SERPINI2	0.22
GABRA6	0.22
CPO	0.67
SLC22A9	0.18
REG1B	0.39
SPAG16	0.18
POSTN	0.27
CD80	0.62
CCDC136	0.3
PET112	0.36
LAMA1	0.73
ABCA6	0.26
PEX2	0.4
TMEM211	0.41
RNLS	0.84
AARS2	1.14
RAD21L1	0.77
FHL5	0.55
TP53I3	0.55
WWOX	1.1
TRIM5	1.2
ARID3C	0.53
ILVBL	1.21
TMPRSS6	0.59
FUCA1	0.66
PXT1	0.26
KIAA1614	0.88
TCL1A	0.5
ARMC9	0.25
OR1L1	0.93
ZFP37	0.26
ZNF610	1.33
DUOX2	0.23
ZNF879	0.86
ALG8	0.49
SKA1	0.26
KIAA0226	0.43
WDR49	0.34
TSTD2	0.58
OR5F1	1.22
ACOT13	0.33
ANGPTL5	0.37
DCAKD	0.24
HCST	0.64
CPNE3	0.38
SIAE	0.38
OR1N2	0.86
HIBCH	0.75
TMEM241	0.75
SLC9B1	0.26
GFRAL	0.95
OR13C3	0.29
